DATE,HOUR-MST,Avg Global PSP (therm-zen cor) [W/m^2],Avg Global Photometric LI-210 [klux],Avg Global 90-South PSP [W/m^2],Avg Deck Dry Bulb Temp [deg C],,DATE AND TIME,Avg Deck Dry Bulb Temp [deg F],Avg Global Photometric LI-210 [fc],Ave Global Irradiance (W/ft2),Ave Global 90 South Irradiance (W/ft2)
1/1/2011,1,6.4653,0,-0.5478,-13.2307,,1/1/11 1:00,8.18474,0,0.600646606,-0.050892335
1/1/2011,2,7.047,0,-0.3776,-12.9523,,1/1/11 2:00,8.68586,0,0.654688356,-0.035080222
1/1/2011,3,7.1437,0,-0.4596,-12.2292,,1/1/11 3:00,9.98744,0,0.663672089,-0.042698279
1/1/2011,4,7.0436,0,-0.5842,-11.8457,,1/1/11 4:00,10.67774,0,0.654372486,-0.054274008
1/1/2011,5,6.8356,0,-0.8721,-11.4127,,1/1/11 5:00,11.45714,0,0.635048635,-0.08102082
1/1/2011,6,6.8626,0,-0.8528,-11.0883,,1/1/11 6:00,12.04106,0,0.637557019,-0.079227789
1/1/2011,7,6.2507,0,-0.8124,-10.8942,,1/1/11 7:00,12.39044,0,0.580709594,-0.075474503
1/1/2011,8,42.8545,3.2397,136.2762,-10.7363,,1/1/11 8:00,12.67466,300.9754738,3.981317181,12.66048551
1/1/2011,9,87.6385,9.5491,134.6766,-9.592,,1/1/11 9:00,14.7344,887.133036,8.14189095,12.51187767
1/1/2011,10,74.9057,9.1773,56.4618,-9.454,,1/1/11 10:00,14.9828,852.5919732,6.958973978,5.24547794
1/1/2011,11,115.8546,14.5146,83.2822,-8.9603,,1/1/11 11:00,15.87146,1348.439242,10.76325495,7.737177045
1/1/2011,12,235.9735,28.695,198.1207,-7.5763,,1/1/11 12:00,18.36266,2665.830546,21.92267672,18.40603313
1/1/2011,13,434.1822,51.0432,558.1885,-6.306,,1/1/11 13:00,20.6492,4742.028986,40.33688533,51.85745873
1/1/2011,14,206.5382,23.991,158.4115,-6.589,,1/1/11 14:00,20.1398,2228.818283,19.18804523,14.71692416
1/1/2011,15,151.5942,17.0341,186.8262,-7.084,,1/1/11 15:00,19.2488,1582.506503,14.08357566,17.35673873
1/1/2011,16,75.88,8.2576,147.526,-7.8907,,1/1/11 16:00,17.79674,767.1497585,7.049489497,13.70562714
1/1/2011,17,37.2268,3.4448,118.195,-7.9777,,1/1/11 17:00,17.64014,320.0297287,3.458486236,10.98068544
1/1/2011,18,6.1399,0,-2.0601,-8.4752,,1/1/11 18:00,16.74464,0,0.570415927,-0.191389738
1/1/2011,19,5.4045,0,-2.3445,-8.5062,,1/1/11 19:00,16.68884,0,0.502094966,-0.217811388
1/1/2011,20,6.5062,0,-1.6574,-8.2388,,1/1/11 20:00,17.17016,0,0.604446344,-0.153977648
1/1/2011,21,5.4715,0,-2.8418,-8.4398,,1/1/11 21:00,16.80836,0,0.508319475,-0.264012115
1/1/2011,22,4.2765,0,-3.6409,-8.7228,,1/1/11 22:00,16.29896,0,0.397300235,-0.338251006
1/1/2011,23,6.1493,0,-1.22,-8.087,,1/1/11 23:00,17.4434,0,0.571289217,-0.113341818
1/2/2011,0,7.5939,0,-0.5333,-5.9289,,1/2/11 0:00,21.32798,0,0.705497078,-0.049545239
1/2/2011,1,7.5686,0,-0.8666,-3.9763,,1/2/11 1:00,24.84266,0,0.703146629,-0.080509852
1/2/2011,2,5.4627,0,-2.7425,-3.5339,,1/2/11 2:00,25.63898,0,0.507501928,-0.254786834
1/2/2011,3,5.7786,0,-2.8061,-3.1346,,1/2/11 3:00,26.35772,0,0.536850026,-0.260695473
1/2/2011,4,4.2597,0,-3.2833,-4.0713,,1/2/11 4:00,24.67166,0,0.395739462,-0.305028846
1/2/2011,5,4.1431,0,-2.9142,-5.327,,1/2/11 5:00,22.4114,0,0.384906958,-0.270738301
1/2/2011,6,4.2865,0,-2.1697,-5.7019,,1/2/11 6:00,21.73658,0,0.398229266,-0.201571921
1/2/2011,7,5.4018,0,-0.5073,-4.4422,,1/2/11 7:00,24.00404,0,0.501844127,-0.047129758
1/2/2011,8,33.8545,2.2747,109.2534,-1.9667,,1/2/11 8:00,28.45994,211.3247863,3.145189011,10.14998281
1/2/2011,9,105.415,10.3563,94.6906,-0.2386,,1/2/11 9:00,31.57052,962.1237458,9.793383439,8.797053113
1/2/2011,10,234.7062,25.4435,235.8108,0.4404,,1/2/11 10:00,32.79272,2363.758826,21.80494059,21.90756139
1/2/2011,11,402.1345,44.9066,584.3893,2.3897,,1/2/11 11:00,36.30146,4171.924935,37.35955369,54.29159505
1/2/2011,12,473.4211,53.6215,745.2607,3.8125,,1/2/11 12:00,38.8625,4981.5589,43.98230195,69.23705163
1/2/2011,13,612.1196,67.8646,1070.247,4.8583,,1/2/11 13:00,40.74494,6304.775177,56.86782672,99.42929607
1/2/2011,14,481.1271,53.7114,981.1827,5.0304,,1/2/11 14:00,41.05472,4989.910814,44.69821347,91.15494384
1/2/2011,15,344.4431,38.56,813.2935,4.3048,,1/2/11 15:00,39.74864,3582.311408,31.99984206,75.55751168
1/2/2011,16,182.9294,20.5933,577.2163,3.0357,,1/2/11 16:00,37.46426,1913.164251,16.99471381,53.6252009
1/2/2011,17,39.1316,3.8534,116.3957,1.7113,,1/2/11 17:00,35.08034,357.9895949,3.635448118,10.81352484
1/2/2011,18,4.394,0,-3.7448,0.3086,,1/2/11 18:00,32.55548,0,0.408216353,-0.347903641
1/2/2011,19,4.444,0,-3.0374,-0.3409,,1/2/11 19:00,31.38638,0,0.412861509,-0.282183967
1/2/2011,20,4.1849,0,-2.6876,-1.1915,,1/2/11 20:00,29.8553,0,0.388790308,-0.249686452
1/2/2011,21,4.593,0,-2.4418,-1.6154,,1/2/11 21:00,29.09228,0,0.426704076,-0.226850863
1/2/2011,22,5.1992,0,-1.9347,-1.1589,,1/2/11 22:00,29.91398,0,0.483021953,-0.179739685
1/2/2011,23,4.5844,0,-2.9872,-2.2125,,1/2/11 23:00,28.0175,0,0.425905109,-0.27752023
1/3/2011,0,5.3229,0,-2.6221,-2.5117,,1/3/11 0:00,27.47894,0,0.49451407,-0.243601297
1/3/2011,1,5.0053,0,-2.2452,-2.9993,,1/3/11 1:00,26.60126,0,0.465008036,-0.208586107
1/3/2011,2,5.3419,0,-1.8455,-4.1272,,1/3/11 2:00,24.57104,0,0.49627923,-0.171452726
1/3/2011,3,5.5283,0,-1.2018,-4.178,,1/3/11 3:00,24.4796,0,0.513596373,-0.111650982
1/3/2011,4,5.237,0,-1.6823,-3.8184,,1/3/11 4:00,25.12688,0,0.486533691,-0.156290935
1/3/2011,5,5.0533,0,-1.7727,-3.0501,,1/3/11 5:00,26.50982,0,0.469467386,-0.164689378
1/3/2011,6,5.3257,0,-1.9029,-2.5147,,1/3/11 6:00,27.47354,0,0.494774199,-0.176785366
1/3/2011,7,4.6003,0,-3.0935,-2.8424,,1/3/11 7:00,26.88368,0,0.427382269,-0.287395832
1/3/2011,8,17.9679,1.5148,59.5854,-4.5767,,1/3/11 8:00,23.76194,140.7283538,1.669274148,5.535670157
1/3/2011,9,156.4029,18.6575,535.2414,-3.4884,,1/3/11 9:00,25.72088,1733.324043,14.53031894,49.72560132
1/3/2011,10,309.6564,37.3181,789.4095,-2.9234,,1/3/11 10:00,26.73788,3466.936083,28.76804876,73.33861333
1/3/2011,11,425.262,51.2161,940.3432,-2.6497,,1/3/11 11:00,27.23054,4758.091787,39.50817083,87.36082647
1/3/2011,12,484.5044,58.7658,1030.972,-2.7601,,1/3/11 12:00,27.03182,5459.476031,45.01197521,95.78052565
1/3/2011,13,497.7685,58.5698,1011.5735,-1.7796,,1/3/11 13:00,28.79672,5441.267187,46.24425162,93.97834428
1/3/2011,14,447.7536,52.3586,940.4597,-0.894,,1/3/11 14:00,30.3908,4864.232627,41.59771087,87.37164968
1/3/2011,15,330.5199,38.7427,780.7835,-0.6671,,1/3/11 15:00,30.79922,3599.284653,30.70633321,72.53723093
1/3/2011,16,124.0043,14.5835,338.5152,-1.8152,,1/3/11 16:00,28.73264,1354.840208,11.52038759,31.4491216
1/3/2011,17,28.4052,2.7114,69.5019,-3.5707,,1/3/11 17:00,25.57274,251.8952062,2.638931986,6.456944044
1/3/2011,18,3.9246,0,-2.7863,-4.6775,,1/3/11 18:00,23.5805,0,0.364607624,-0.258855991
1/3/2011,19,3.1017,0,-2.8928,-6.084,,1/3/11 19:00,21.0488,0,0.288157638,-0.268750174
1/3/2011,20,3.8053,0,-2.5413,-7.0743,,1/3/11 20:00,19.26626,0,0.35352428,-0.236094724
1/3/2011,21,4.7433,0,-1.8801,-7.558,,1/3/11 21:00,18.3956,0,0.440667416,-0.174667175
1/3/2011,22,4.3112,0,-2.1773,-6.9735,,1/3/11 22:00,19.4477,0,0.400523974,-0.202277985
1/3/2011,23,4.58,0,-2.3194,-7.7888,,1/3/11 23:00,17.98016,0,0.425496335,-0.21547952
1/4/2011,0,4.2753,0,-2.6728,-8.5158,,1/4/11 0:00,16.67156,0,0.397188751,-0.248311486
1/4/2011,1,4.5442,0,-1.5288,-8.8868,,1/4/11 1:00,16.00376,0,0.422170403,-0.142030305
1/4/2011,2,4.4221,0,-1.5876,-9.0472,,1/4/11 2:00,15.71504,0,0.410826931,-0.147493009
1/4/2011,3,4.1493,0,-1.663,-8.5693,,1/4/11 3:00,16.57526,0,0.385482957,-0.154497905
1/4/2011,4,3.8474,0,-2.1661,-8.6753,,1/4/11 4:00,16.38446,0,0.357435502,-0.20123747
1/4/2011,5,3.9661,0,-2.25,-8.7645,,1/4/11 5:00,16.2239,0,0.368463104,-0.209032042
1/4/2011,6,4.2138,0,-2.5174,-8.9387,,1/4/11 6:00,15.91034,0,0.391475209,-0.233874339
1/4/2011,7,3.9789,0,-1.6332,-8.9447,,1/4/11 7:00,15.89954,0,0.369652264,-0.151729392
1/4/2011,8,42.8275,2.42,151.8115,-6.724,,1/4/11 8:00,19.8968,224.8234857,3.978808796,14.10376351
1/4/2011,9,194.5594,18.4525,559.9005,0.7194,,1/4/11 9:00,33.29492,1714.279078,18.07517721,52.01650889
1/4/2011,10,312.3385,36.1567,790.2262,3.6322,,1/4/11 10:00,38.53796,3359.039391,29.01722424,73.41448731
1/4/2011,11,425.3217,50.0199,938.0127,2.0237,,1/4/11 11:00,35.64266,4646.962096,39.51371715,87.14431572
1/4/2011,12,489.7646,57.6996,1032.6915,2.7277,,1/4/11 12:00,36.90986,5360.423634,45.50066426,95.94027258
1/4/2011,13,507.2898,58.219,1021.4498,3.9036,,1/4/11 13:00,39.02648,5408.677072,47.12881019,94.89588346
1/4/2011,14,460.1814,52.2332,955.6747,5.9804,,1/4/11 14:00,42.76472,4852.582683,42.75229238,88.7851708
1/4/2011,15,352.3768,39.6961,818.1268,6.0704,,1/4/11 15:00,42.92672,3687.857674,32.73690763,76.00654038
1/4/2011,16,187.0829,20.7526,550.4362,4.9529,,1/4/11 16:00,40.91522,1927.963582,17.38058696,51.13724579
1/4/2011,17,24.9095,2.0764,29.2704,2.245,,1/4/11 17:00,36.041,192.9022668,2.314170514,2.719311774
1/4/2011,18,7.6127,0,-1.2225,1.6191,,1/4/11 18:00,34.91438,0,0.707243657,-0.113574076
1/4/2011,19,7.4774,0,-1.3344,1.4221,,1/4/11 19:00,34.55978,0,0.694673864,-0.123969937
1/4/2011,20,4.5493,0,-1.7061,1.5149,,1/4/11 20:00,34.72682,0,0.422644209,-0.15850203
1/4/2011,21,5.4211,0,-2.2207,1.1411,,1/4/11 21:00,34.05398,0,0.503637158,-0.206309981
1/4/2011,22,5.1928,0,-1.682,1.5326,,1/4/11 22:00,34.75868,0,0.482427373,-0.156263065
1/4/2011,23,5.6954,0,-2.5175,1.8746,,1/4/11 23:00,35.37428,0,0.529120486,-0.23388363
1/5/2011,0,5.662,0,-2.1506,1.5484,,1/5/11 0:00,34.78712,0,0.526017522,-0.199797471
1/5/2011,1,6.5189,0,-1.7692,1.6514,,1/5/11 1:00,34.97252,0,0.605626214,-0.164364217
1/5/2011,2,5.9278,0,-2.5011,1.6775,,1/5/11 2:00,35.0195,0,0.550711173,-0.232360018
1/5/2011,3,5.2594,0,-1.3989,1.8953,,1/5/11 3:00,35.41154,0,0.488614721,-0.129962188
1/5/2011,4,4.415,0,-0.9114,2.9545,,1/5/11 4:00,37.3181,0,0.410167319,-0.084671913
1/5/2011,5,3.6361,0,-1.6779,3.1769,,1/5/11 5:00,37.71842,0,0.337805071,-0.155882162
1/5/2011,6,4.5622,0,-2.1761,2.6418,,1/5/11 6:00,36.75524,0,0.423842659,-0.202166501
1/5/2011,7,5.013,0,-2.2176,2.6823,,1/5/11 7:00,36.82814,0,0.46572339,-0.206021981
1/5/2011,8,34.7191,2.4159,117.8979,2.333,,1/5/11 8:00,36.1994,224.4425864,3.225513058,10.95308392
1/5/2011,9,176.6426,18.8409,332.8393,4.3236,,1/5/11 9:00,39.78248,1750.362319,16.41065041,30.92181273
1/5/2011,10,101.8597,11.1884,91.4552,4.9881,,1/5/11 10:00,40.97858,1039.427722,9.463084941,8.496474326
1/5/2011,11,248.1205,28.4084,330.8029,5.0588,,1/5/11 11:00,41.10584,2639.204757,23.05117104,30.73262479
1/5/2011,12,318.2222,36.6106,404.7325,6.4161,,1/5/11 12:00,43.54898,3401.207729,29.56383839,37.60091602
1/5/2011,13,148.6497,16.499,128.4613,4.8346,,1/5/11 13:00,40.70228,1532.7945,13.81002239,11.93445684
1/5/2011,14,130.9727,13.9182,78.0279,5.145,,1/5/11 14:00,41.261,1293.03233,12.16777376,7.24903613
1/5/2011,15,137.2737,14.1099,137.5081,5.0056,,1/5/11 15:00,41.01008,1310.841695,12.75315638,12.77493288
1/5/2011,16,193.6516,21.3122,554.844,5.9097,,1/5/11 16:00,42.63746,1979.951691,17.99083975,51.54674421
1/5/2011,17,50.5338,4.5268,134.1493,4.2111,,1/5/11 17:00,39.57998,420.5499814,4.694748186,12.46288984
1/5/2011,18,7.4261,0.002,-1.4999,3.7228,,1/5/11 18:00,38.70104,0.185804534,0.689907933,-0.139345405
1/5/2011,19,6.3753,0,-2.3267,3.6018,,1/5/11 19:00,38.48324,0,0.592285324,-0.216157712
1/5/2011,20,6.3113,0,-1.9925,3.5316,,1/5/11 20:00,38.35688,0,0.586339524,-0.185109486
1/5/2011,21,6.4231,0,-1.5491,3.5009,,1/5/11 21:00,38.30162,0,0.596726094,-0.143916239
1/5/2011,22,6.1052,0,-1.4002,3.5397,,1/5/11 22:00,38.37146,0,0.567192189,-0.130082962
1/5/2011,23,6.3811,0,-1.4761,3.3986,,1/5/11 23:00,38.11748,0,0.592824162,-0.13713431
1/6/2011,0,6.8406,0,-1.1946,3.6386,,1/6/11 0:00,38.54948,0,0.63551315,-0.110982079
1/6/2011,1,7.088,0,-1.1013,4.0403,,1/6/11 1:00,39.27254,0,0.658497385,-0.102314217
1/6/2011,2,6.8012,0,-1.8267,3.9089,,1/6/11 2:00,39.03602,0,0.631852767,-0.169706147
1/6/2011,3,4.3719,0,-3.0488,3.7026,,1/6/11 3:00,38.66468,0,0.406163194,-0.283243062
1/6/2011,4,4.4286,0,-1.9025,4.6971,,1/6/11 4:00,40.45478,0,0.411430801,-0.176748205
1/6/2011,5,3.43,0,-2.485,3.565,,1/6/11 5:00,38.417,0,0.318657736,-0.230864278
1/6/2011,6,4.5997,0,-2.6251,3.6505,,1/6/11 6:00,38.5709,0,0.427326527,-0.243880006
1/6/2011,7,5.1328,0,-2.4048,3.0971,,1/6/11 7:00,37.57478,0,0.476853185,-0.223413447
1/6/2011,8,41.9586,3.2853,155.4394,3.923,,1/6/11 8:00,39.0614,305.2118172,3.898085266,14.44080677
1/6/2011,9,155.833,17.2581,428.2707,7.7287,,1/6/11 9:00,45.91166,1603.316611,14.47737344,39.78768848
1/6/2011,10,340.6366,39.3154,731.8292,8.7175,,1/6/11 10:00,47.6915,3652.489781,31.6462063,67.98922324
1/6/2011,11,473.6564,54.708,820.7352,10.2782,,1/6/11 11:00,50.50076,5082.497213,44.00416206,76.2488689
1/6/2011,12,477.5853,56.0052,895.2968,10.7322,,1/6/11 12:00,51.31796,5203.010033,44.36916917,83.17587492
1/6/2011,13,513.8619,59.1716,984.9657,11.034,,1/6/11 13:00,51.8612,5497.175771,47.73937885,91.50639638
1/6/2011,14,462.9754,52.776,918.5762,11.7492,,1/6/11 14:00,53.14856,4903.010033,43.01186373,85.33860404
1/6/2011,15,365.5327,41.3799,787.1203,12.8435,,1/6/11 15:00,55.1183,3844.286511,33.95913191,73.12593948
1/6/2011,16,205.1565,22.7703,560.2628,11.8567,,1/6/11 16:00,53.34206,2115.412486,19.05968097,52.05016769
1/6/2011,17,55.6785,5.1432,155.2146,10.1995,,1/6/11 17:00,50.3591,477.8149387,5.172706918,14.41992215
1/6/2011,18,7.6807,0.0079,-1.2184,9.18,,1/6/11 18:00,48.524,0.733927908,0.71356107,-0.113193173
1/6/2011,19,7.5381,0,-1.3947,9.1475,,1/6/11 19:00,48.4655,0,0.700313084,-0.129571995
1/6/2011,20,6.4275,0,-2.2666,9.3138,,1/6/11 20:00,48.76484,0,0.597134867,-0.210574234
1/6/2011,21,7.1236,0,-1.6479,9.6872,,1/6/11 21:00,49.43696,0,0.661804736,-0.153095068
1/6/2011,22,6.951,0,-2.0082,10.1273,,1/6/11 22:00,50.22914,0,0.645769656,-0.186568065
1/6/2011,23,6.6102,0,-2.3364,10.1863,,1/6/11 23:00,50.33534,0,0.614108269,-0.217058873
1/7/2011,0,6.1959,0,-2.5602,9.2845,,1/7/11 0:00,48.7121,0,0.575618503,-0.237850593
1/7/2011,1,6.8326,0,-2.0399,8.8762,,1/7/11 1:00,47.97716,0,0.634769925,-0.189513095
1/7/2011,2,6.8446,0,-1.8356,8.8042,,1/7/11 2:00,47.84756,0,0.635884763,-0.170532985
1/7/2011,3,7.0109,0,-1.2801,8.672,,1/7/11 3:00,47.6096,0,0.651334553,-0.118925297
1/7/2011,4,6.3077,0,-1.7527,8.4478,,1/7/11 4:00,47.20604,0,0.586005073,-0.162831316
1/7/2011,5,6.8688,0,-1.5874,8.2807,,1/7/11 5:00,46.90526,0,0.638133019,-0.147474428
1/7/2011,6,7.3036,0,-1.3912,8.1187,,1/7/11 6:00,46.61366,0,0.6785273,-0.129246834
1/7/2011,7,7.2473,0,-1.5091,7.8957,,1/7/11 7:00,46.21226,0,0.673296853,-0.140200113
1/7/2011,8,26.0558,2.2977,134.2953,6.0829,,1/7/11 8:00,42.94922,213.4615385,2.420665372,12.4764537
1/7/2011,9,152.5229,17.9609,518.2147,4.2374,,1/7/11 9:00,39.62732,1668.608324,14.16985479,48.14376759
1/7/2011,10,301.3361,36.3072,749.479,3.9353,,1/7/11 10:00,39.08354,3373.021182,27.99506684,69.6289449
1/7/2011,11,416.351,50.1011,894.3165,3.8812,,1/7/11 11:00,38.98616,4654.50576,38.68031104,83.08480198
1/7/2011,12,476.3381,57.6914,982.9535,4.5697,,1/7/11 12:00,40.22546,5359.661836,44.25330038,91.3194567
1/7/2011,13,495.3552,58.5037,979.905,5.7168,,1/7/11 13:00,42.29024,5435.126347,46.0200485,91.03624151
1/7/2011,14,442.6151,52.0448,903.0308,6.4642,,1/7/11 14:00,43.63556,4835.079896,41.12032813,83.89438772
1/7/2011,15,332.5212,39.1639,760.1245,6.558,,1/7/11 15:00,43.8044,3638.415087,30.89226024,70.61794517
1/7/2011,16,182.7854,21.3333,533.85,5.2417,,1/7/11 16:00,41.43506,1981.911929,16.98133576,49.5963359
1/7/2011,17,35.3932,4.0083,120.1808,2.6077,,1/7/11 17:00,36.69386,372.3801561,3.288139057,11.16517247
1/7/2011,18,4.7173,0.0129,-2.6813,0.8997,,1/7/11 18:00,33.61946,1.198439242,0.438251935,-0.249101162
1/7/2011,19,4.1191,0,-2.5265,-0.2779,,1/7/11 19:00,31.49978,0,0.382677282,-0.234719758
1/7/2011,20,4.9541,0,-1.0793,-0.7849,,1/7/11 20:00,30.58718,0,0.460251396,-0.100270348
1/7/2011,21,5.2021,0,-1.1962,0.8114,,1/7/11 21:00,33.46052,0,0.483291372,-0.111130724
1/7/2011,22,5.423,0,-1.3015,2.1213,,1/7/11 22:00,35.81834,0,0.503813673,-0.120913424
1/7/2011,23,5.4172,0,-2.1289,2.3939,,1/7/11 23:00,36.30902,0,0.503274835,-0.197781473
1/8/2011,0,3.0132,0,-3.9983,-0.3746,,1/8/11 0:00,31.32572,0,0.279935711,-0.371454584
1/8/2011,1,5.0946,0,-2.3261,-1.1958,,1/8/11 1:00,29.84756,0,0.473304286,-0.21610197
1/8/2011,2,3.4932,0,-1.8371,-1.3466,,1/8/11 2:00,29.57612,0,0.324529213,-0.17067234
1/8/2011,3,4.2001,0,-2.3465,-1.3167,,1/8/11 3:00,29.62994,0,0.390202436,-0.217997194
1/8/2011,4,4.6552,0,-1.7316,-1.171,,1/8/11 4:00,29.8922,0,0.43248265,-0.16087106
1/8/2011,5,3.3632,0,-2.6293,-1.8829,,1/8/11 5:00,28.61078,0,0.312451807,-0.244270199
1/8/2011,6,4.6528,0,-1.5605,-1.5245,,1/8/11 6:00,29.2559,0,0.432259683,-0.144975334
1/8/2011,7,5.5992,0,-0.7693,-0.8316,,1/8/11 7:00,30.50312,0,0.520183205,-0.071470378
1/8/2011,8,27.2061,2.4652,143.622,0.2458,,1/8/11 8:00,32.44244,229.0226682,2.527531843,13.34293332
1/8/2011,9,155.1847,18.6459,530.7623,4.6041,,1/8/11 9:00,40.28738,1732.246377,14.41714434,49.30947891
1/8/2011,10,304.2433,36.7595,757.8592,5.5152,,1/8/11 10:00,41.92736,3415.040877,28.26515482,70.40749171
1/8/2011,11,418.9734,50.4842,901.7448,8.0763,,1/8/11 11:00,46.53734,4690.096618,38.92394021,83.7749143
1/8/2011,12,523.4507,62.2907,1003.2023,9.7762,,1/8/11 12:00,49.59716,5786.947232,48.63020838,93.2006336
1/8/2011,13,521.9021,60.0237,857.113,10.3497,,1/8/11 13:00,50.62946,5576.337793,48.48633859,79.62848038
1/8/2011,14,380.8198,42.5301,459.6865,8.8738,,1/8/11 14:00,47.97284,3951.142698,35.37935135,42.70631463
1/8/2011,15,205.4589,21.9052,160.1444,8.0895,,1/8/11 15:00,46.5611,2035.042735,19.08777488,14.877916
1/8/2011,16,67.0959,6.7094,32.4456,6.7556,,1/8/11 16:00,44.16008,623.318469,6.233419114,3.014297792
1/8/2011,17,9.5568,0.8108,2.2473,5.4924,,1/8/11 17:00,41.88632,75.32515793,0.887856632,0.208781204
1/8/2011,18,2.1037,0,-1.0524,4.9602,,1/8/11 18:00,40.92836,0,0.195440314,-0.097771254
1/8/2011,19,1.9608,0,-1.2987,4.0487,,1/8/11 19:00,39.28766,0,0.182164457,-0.120653295
1/8/2011,20,2.3346,0,-1.286,3.5585,,1/8/11 20:00,38.4053,0,0.216891647,-0.119473425
1/8/2011,21,2.2347,0,-0.9599,2.4972,,1/8/11 21:00,36.49496,0,0.207610624,-0.089177714
1/8/2011,22,1.5885,0,-0.9568,1.6935,,1/8/11 22:00,35.0483,0,0.147576622,-0.088889715
1/8/2011,23,2.0671,0,-1.2994,0.8178,,1/8/11 23:00,33.47204,0,0.19204006,-0.120718327
1/9/2011,0,2.375,0,-0.7624,0.6147,,1/9/11 0:00,33.10646,0,0.220644934,-0.070829346
1/9/2011,1,2.0657,0,-0.7919,0.2268,,1/9/11 1:00,32.40824,0,0.191909995,-0.073569989
1/9/2011,2,1.6816,0,-0.6913,-0.3947,,1/9/11 2:00,31.28954,0,0.156225903,-0.064223934
1/9/2011,3,1.4898,0,0.2667,-0.521,,1/9/11 3:00,31.0622,0,0.138407083,0.024777265
1/9/2011,4,1.5493,0,0.1034,-0.1167,,1/9/11 4:00,31.78994,0,0.143934819,0.009606184
1/9/2011,5,1.2114,0,-0.3315,-0.4468,,1/9/11 5:00,31.19576,0,0.112542852,-0.030797388
1/9/2011,6,1.1218,0,-0.0855,-1.2682,,1/9/11 6:00,29.71724,0,0.104218731,-0.007943218
1/9/2011,7,0.6109,0,-0.2902,-3.0695,,1/9/11 7:00,26.4749,0,0.056754522,-0.026960488
1/9/2011,8,5.1891,0.5058,2.7539,-4.8007,,1/9/11 8:00,23.35874,46.98996656,0.482083631,0.255845929
1/9/2011,9,37.3415,4.4056,26.265,-5.3073,,1/9/11 9:00,22.44686,409.2902267,3.469142225,2.440100707
1/9/2011,10,81.0309,10.2656,61.3718,-5.2507,,1/9/11 10:00,22.54874,953.6975102,7.528024229,5.701632308
1/9/2011,11,98.2221,13.4172,74.645,-5.5277,,1/9/11 11:00,22.05014,1246.488294,9.125140516,6.934754132
1/9/2011,12,78.9956,12.0017,65.2907,-5.9188,,1/9/11 12:00,21.34616,1114.985136,7.338938489,6.065710384
1/9/2011,13,210.5625,28.3546,169.1683,-6.2014,,1/9/11 13:00,20.83748,2634.206615,19.56191529,15.71626455
1/9/2011,14,210.024,26.8094,171.5991,-6.2915,,1/9/11 14:00,20.6753,2490.654032,19.51188696,15.94209348
1/9/2011,15,159.9786,20.1705,128.8996,-6.3649,,1/9/11 15:00,20.54318,1873.885173,14.86251266,11.97517628
1/9/2011,16,77.341,9.0915,55.3483,-6.5826,,1/9/11 16:00,20.15132,844.6209588,7.18522097,5.142030305
1/9/2011,17,27.2464,2.825,18.0111,-6.9034,,1/9/11 17:00,19.57388,262.4489038,2.531275839,1.673287563
1/9/2011,18,1.6234,0.0103,-0.1914,-7.2468,,1/9/11 18:00,18.95576,0.956893348,0.150818941,-0.017781659
1/9/2011,19,1.2628,0,-0.3732,-8.0417,,1/9/11 19:00,17.52494,0,0.117318072,-0.034671448
1/9/2011,20,1.5207,0,-0.1432,-8.3945,,1/9/11 20:00,16.8899,0,0.14127779,-0.013303728
1/9/2011,21,1.2041,0,-0.5556,-9.535,,1/9/11 21:00,14.837,0,0.111864659,-0.051616979
1/9/2011,22,1.3236,0,-0.318,-10.2947,,1/9/11 22:00,13.46954,0,0.122966583,-0.029543195
1/9/2011,23,1.5645,0,-0.2769,-10.9678,,1/9/11 23:00,12.25796,0,0.145346947,-0.025724877
1/10/2011,0,1.4846,0,-0.2976,-11.3592,,1/10/11 0:00,11.55344,0,0.137923987,-0.027647971
1/10/2011,1,1.6088,0,-0.3281,-11.8172,,1/10/11 1:00,10.72904,0,0.149462555,-0.030481517
1/10/2011,2,1.5798,0,-0.5711,-12.9928,,1/10/11 2:00,8.61296,0,0.146768365,-0.053056977
1/10/2011,3,1.5281,0,-0.7756,-14.1807,,1/10/11 3:00,6.47474,0,0.141965273,-0.072055668
1/10/2011,4,1.8458,0,-0.2791,-15.1365,,1/10/11 4:00,4.7543,0,0.171480597,-0.025929264
1/10/2011,5,1.9936,0,-0.3373,-15.2087,,1/10/11 5:00,4.62434,0,0.18521168,-0.031336226
1/10/2011,6,3.2023,0,-1.3653,-15.6943,,1/10/11 6:00,3.75026,0,0.297503693,-0.126840643
1/10/2011,7,3.1639,0,-1.5087,-16.2127,,1/10/11 7:00,2.81714,0,0.293936213,-0.140162952
1/10/2011,8,18.8591,1.5753,33.5882,-16.3773,,1/10/11 8:00,2.52086,146.3489409,1.752069417,3.120448908
1/10/2011,9,164.4882,19.2279,502.6017,-14.3495,,1/10/11 9:00,6.1709,1786.315496,15.28146861,46.69327103
1/10/2011,10,322.2345,39.9834,887.0197,-11.7422,,1/10/11 10:00,10.86404,3714.548495,29.93659361,82.40690642
1/10/2011,11,445.8599,54.7773,1078.4707,-11.1502,,1/10/11 11:00,11.92964,5088.93534,41.42178021,100.1933035
1/10/2011,12,520.2481,63.3095,1197.745,-9.8235,,1/10/11 12:00,14.3177,5881.596061,48.33267682,111.2742593
